TIMESTAMP,NEE_VUT_REF,Cumulative
20050327,1.05175,-574.7145737
20050328,0.634085,-574.0804887
20050329,0.721401,-573.3590877
20050330,0.230724,-573.1283637
20050331,0.81298,-572.3153837
20050401,0.0922891,-572.2230946
20050402,0.676821,-571.5462736
20050403,0.538342,-571.0079316
20050404,0.553419,-570.4545126
20050405,0.266188,-570.1883246
20050406,0.251671,-569.9366536
20050407,-0.296562,-570.2332156
20050408,-0.451383,-570.6845986
20050409,-0.581188,-571.2657866
20050410,-0.472621,-571.7384076
20050411,0.0038898,-571.7345178
20050412,-0.573334,-572.3078518
20050413,-0.458637,-572.7664888
20050414,-0.531887,-573.2983758
20050415,-0.360909,-573.6592848
20050416,-0.941096,-574.6003808
20050417,-1.54343,-576.1438108
20050418,-0.794246,-576.9380568
20050419,-0.0799457,-577.0180025
20050420,-1.10892,-578.1269225
20050421,-0.850376,-578.9772985
20050422,-0.934729,-579.9120275
20050423,0.444893,-579.4671345
20050424,0.699573,-578.7675615
20050425,-0.344208,-579.1117695
20050426,-0.149852,-579.2616215
20050427,-0.031773,-579.2933945
20050428,-0.201592,-579.4949865
20050429,-0.545852,-580.0408385
